,name,category,subcategory,price,created_at,purchase_opportunity,description
2744,Dipped Seagrass Baskets,Pillows & Decor,Baskets & Bins,18.99,2019-10-30 11:13:01-06:00,Yes,"Featuring a low profile form and two tone coloring, our Dipped Seagrass Baskets bring the best of both form and function to your space. Let these supple double-walled baskets add an upscale, textured look while completing your favorite vignette."
2745,Round Water Hyacinth Basket,Pillows & Decor,Baskets & Bins,54.0,2021-03-04 11:47:04-07:00,Yes,"An unassuming take on the laundry basket, the Round Water Hyacinth Baskets are crafted with an iron frame and woven natural material for a high-quality piece that boasts an organic feel.  Its removable lid, hole handles, and white fabric liner are functional features that elevate its use, while its rice nut weave and natural materials give a warm, thoughtful aesthetic to your space."
2746,Haines Basket (Set of 3),Pillows & Decor,Baskets & Bins,64.99,2020-07-09 09:22:56-06:00,Yes,"Crafted from seagrass, our set of Haines Baskets keeps your space organized with ease. Featuring a natural hue, and large stripe motif, these baskets blend seamlessly with existing design while keeping toys and blankets off your floor!"
2747,Alwyn Basket (Set of 3),Pillows & Decor,Baskets & Bins,64.99,2020-07-09 09:22:54-06:00,Yes,"Use a basket in every corner with our stunning Alwyn Basket set. Woven from natural fibers, this basket corrals anything from kids toys to blankets with ease, while adding a depth of texture to your home."
2748,Black Trimmed Basket,Pillows & Decor,Baskets & Bins,24.0,2021-07-16 13:40:48-06:00,Yes,"Crafted from seagrass, the Black Trimmed Basket has natural texture that adds an organic element to design. Woven in natural seagrass and trimmed with woven black seagrass, this delightful, shallow basket gives contrast and casual style to any space."
2749,Positano Woven Rattan Baskets,Pillows & Decor,Baskets & Bins,66.99,2020-02-26 15:25:49-07:00,Yes,"Crafted from a beautifully natural material mix of water hyacinth and rattan, our Positano Woven Rattan Baskets bring both form and function to easy storage. Placed by your sofa to store your blankets, or in built-ins for added dimension, these woven baskets are as versatile as they are beautiful."
2750,Kamali Seagrass Basket,Pillows & Decor,Baskets & Bins,45.0,2020-07-08 12:22:59-06:00,Yes,"Featuring a unique boat-like shape, the Kamali Seagrass Basket brings new form to a tried and tested trend. Crafted from natural grass, its organically rich hue draws interest whether its styled beside your sofa or in pairs under a console."
2751,Seagrass Handled Basket,Pillows & Decor,Baskets & Bins,42.0,2021-04-15 09:36:46-06:00,Yes,"Woven in a charming tote design, the Seagrass Handled Basket offers both form and function to your space. Its organic texture has a casual, grounded aesthetic while offering storage space for everything from toys to towels. Styled alongside sofas or dressers, there is no way to go wrong with this essential basket."
2752,Verona Vintage Basket,Pillows & Decor,Baskets & Bins,198.0,2019-12-19 14:47:10-07:00,Yes,"Antiqued for a vintage look and feel, the Verona Vintage Basket is as versatile as it is beautiful. Styled in your built-ins for extra storage, or place it next to your sofa with your favorite magazines, either way it’s vintage charm shows through the detailed woven motif."
2753,Square Seagrass Basket,Pillows & Decor,Baskets & Bins,78.0,2020-08-06 14:37:25-06:00,Yes,"Crafted from natural grasses and designed with function in mind, our Square Seagrass Basket adds both dimension and storage wherever it’s placed. Styled under a console or beside your sofa to corral throws, this warm toned woven basket is as versatile as it is beautiful."
2754,Conway Basket,Pillows & Decor,Baskets & Bins,35.0,2020-07-09 09:22:54-06:00,Yes,"Crafted from natural grasses, the Conway Basket lends extra storage alongside an airy and organic feel. Styled in your built-ins, or filled with toys in a kids room, this basket easily corrals your everyday needs."
2755,Dothan Basket (Set of 3),Pillows & Decor,Baskets & Bins,115.0,2020-07-09 09:22:56-06:00,Yes,"Woven from seagrass, our Dothan Baskets are the perfect solution for every corner of your home. Whether they’re storing blankets or kids toys, each basket brings texture and dimension with its contrasting hues."
2756,Round Seagrass Basket,Pillows & Decor,Baskets & Bins,128.0,2020-08-06 14:37:24-06:00,Yes,"Crafted from natural grasses and designed with function in mind, our Round Seagrass Basket adds both dimension and storage wherever it’s placed. Styled under a console or beside your sofa to corral throws, this warm toned woven basket is as versatile as it is beautiful."
2757,Payne Basket (Set of 3),Pillows & Decor,Baskets & Bins,88.0,2020-07-09 09:22:57-06:00,Yes,"Featuring a rounded shape and contrasting four stripe design, the Payne Basket easily organizes every room in your home! Filled with blankets, kids toys or simply styled in your built-ins, these baskets bring both versatility and texture to your space with their natural grass woven form."
2758,Lombok Rattan Basket,Pillows & Decor,Baskets & Bins,450.0,2019-12-19 14:47:04-07:00,Yes,"With a large shape, and delicately crafted, but sturdy rattan form, the Lombok Rattan Basket is perfect for storing toys, blankets, or even holding your favorite indoor plant! Its light hue, and textural woven design adds dimension wherever it’s placed."
2759,Organic Paper Basket,Pillows & Decor,Baskets & Bins,35.0,2019-05-15 15:50:26-06:00,No,"Handwoven by skilled artisans with a classic weave and neutral hue, our Organic Paper Basket looks perfectly placed in any space. Used as a trash can in the bathroom, or to store toys in a playroom, the organic, tapered form of this basket lends a natural, airy feel to your home."
2760,Hila Indoor/Outdoor Handled Basket,Pillows & Decor,Baskets & Bins,34.0,2020-02-26 15:25:48-07:00,Yes,"Our Hila Indoor/Outdoor Handled Basket is as versatile as it is functional with its tonal plastic weave. Used both indoors and out, this basket easily organizes anything from blankets to toys, and occasionally even the already potted plant!"
2761,Rectangle Seagrass Basket,Pillows & Decor,Baskets & Bins,178.0,2020-08-06 14:37:24-06:00,Yes,"Crafted from natural grasses and designed with function in mind, our Rectangle Seagrass Basket adds both dimension and storage wherever it’s placed. Styled under a console or beside your sofa to corral throws, this warm toned woven basket is as versatile as it is beautiful."
2762,Zia Round Basket,Pillows & Decor,Baskets & Bins,148.0,2020-05-06 10:18:38-06:00,Yes,"With a large bulbous shape, our Zia Round Basket brings structured form alongside its warm woven look and feel. Styled in pairs under a console, or holding blankets by a sofa, this basket adds a unique look to any home design."
2763,Mid Century Magazine Holder,Pillows & Decor,Baskets & Bins,450.0,2019-12-19 14:47:05-07:00,Yes,"Sleek metal framing, and a brown leather sling, combine to create the mid-century meets modern masterpiece of our Mid Century Magazine Holder. A subtle cross-stitch adds an artisan touch to the design, as a leather wrapped handle completes the design."
2764,Vintage Deep Wooden Bowl,Pillows & Decor,Bowls,75.0,2021-11-15 13:47:32-07:00,Yes,"With rich personality, each Vintage Deep Wooden Bowl is crafted to showcase the beauty of natural wood grain and texture. Each bowl is one-of-a-kind, so no two are exactly alike. As part of our Vintage Collection, these vintage bowls were hand-selected by our team for the unique character, heirloom quality, and beauty they will add to the home."
2765,Marble Table Bowl,Pillows & Decor,Bowls,125.0,2019-11-25 14:15:41-07:00,Yes,"Expertly crafted from a single piece of marble, the Marble Table Bowl is the perfect finishing touch whether placed in your kitchen as an upscale produce bowl, or simply holding remotes on your coffee table. Let its shallow design and sophisticated oval form elevate your existing decor without a seam in sight."
2766,Malibu Bowl,Pillows & Decor,Bowls,120.0,2021-08-11 13:11:34-06:00,Yes,"A balance of imperfection and delicate form, the Malibu Bowl features bobbles that trim the top of its rim. This whimsical design adds a flair of romance to the kitchen or dining table, creating a unique silhouette that feels simultaneously playful and elevated."
2767,Raw Edge Teak Bowl,Pillows & Decor,Bowls,40.0,2020-07-31 12:31:33-06:00,Yes,"Our Raw Edge Teak Bowl features the best of both organic and airy design. With a light hue and plenty of natural knots and grains, each bowl is unique, adding a textural look and feel whether filled with produce on your kitchen counter or in your built-ins."
2768,Vintage Small Wooden Bowl,Pillows & Decor,Bowls,95.0,2021-11-15 13:47:45-07:00,Yes,"Few things express age as beautifully as wood, and the Vintage Small Wooden Bowl is no exception. As part of our Vintage Collection, this vintage bowl was hand-selected by our team for the character, heirloom quality, and beauty it will add to the home."
2769,Carved Marble Bowl,Pillows & Decor,Bowls,98.0,2021-12-03 15:55:30-07:00,Yes,"A direct, no-nonsense bowl is given charming expression in the Carved Marble Bowl. With straightforward sides that are detailed with elongated oval indents, this carved piece proves that modernism and playfulness can exist within the same space."
2770,Rattan & Mango Wood Bowl,Pillows & Decor,Bowls,108.0,2021-02-10 13:56:31-07:00,Yes,"Naturally textured mango wood and woven rattan combine in this shallow, long bowl to create a stunning centerpiece with earthy, mixed material. Visually interesting and neutral, this Rattan & Mango Wood Bowl can be simply styled atop a dining table."
2771,Coral Bowl,Pillows & Decor,Bowls,96.0,2021-12-03 15:55:30-07:00,Yes,"Bringing an abundance of bold texture to your vignettes, the Coral Bowl is unapologetic in its delightfully crude design. Crafted from resin and carved with variegated lines that are inspired by coral, this piece feels simultaneously artful and sophisticated."
2772,Black Soapstone Dish,Pillows & Decor,Bowls,40.0,2020-10-06 11:45:00-06:00,Yes,"The Black Soapstone Dish is not only beautiful, but durable, smooth, and nonporous. Its deep black color complements its shallow depth to create an airy feel amidst its moody tone, bringing a thoughtful addition to decorative vignettes."
2773,Almena Ceramic Bowl,Pillows & Decor,Bowls,48.0,2021-03-10 15:53:08-07:00,Yes,"A sculptural centerpiece, the Almena Ceramic Bowl uses a broad pedestal and shallow, wide bowl to create a dramatic silhouette. Made from stoneware finished in a rich, dark glaze, the Almena Ceramic Bowl is elegant yet subdued."
2774,Stone Bowl,Pillows & Decor,Bowls,16.0,2021-02-10 14:04:33-07:00,Yes,"Weight and texture give this small Stone Bowl a one-of-a-kind presence, adding visual weight to vignettes. Its speckled, gray coloring bring a rugged touch to your space, and boldly complements kitchen decor."
2775,Arabesco Marble Bowl,Pillows & Decor,Bowls,175.0,2021-08-11 13:11:36-06:00,Yes,"Luxuriously detailed, the Arabesco Marble Bowl is brimming with natural marbling and designed in a sculpturally delicate silhouette. Its broad, shallow bowl is propped atop a slim pedestal, creating a subtle lift that accentuates the elegant curvature of the piece."
2776,Binta Wood Bowl,Pillows & Decor,Bowls,54.0,2019-07-25 13:40:44-06:00,Yes,"Made of all natural Paulownia wood, our Binta Wood Bowl is perfect for displaying your kitchen produce or styled alone in your built-in. We also love placing these simple wood bowls in the middle of our dining tables for a classic, simple touch."
2777,Reeded Bowl,Pillows & Decor,Bowls,48.0,2021-06-18 09:56:09-06:00,Yes,"The Reeded Bowl is exceptionally beautiful. With reeded details that radiate from the base of the bowl and create a scalloped rim, this piece is finished in a soft, green-tinted beige that makes it both versatile and playfully elegant."
2778,Decorative Marble Bowl,Pillows & Decor,Bowls,84.0,2019-11-25 14:15:39-07:00,Yes,"Expertly crafted from a single piece of marble, the Marble Table Bowl is the perfect finishing touch whether placed in your entryway as a catch-all, or adding an extra layer of dimension in your built-ins. Let its deep design and sophisticated form elevate your existing decor without a seam in sight."
2779,Cement Footed Bowl,Pillows & Decor,Bowls,82.0,2021-09-02 13:30:41-06:00,Yes,"Made of cement in a water-sealed design, the Cement Footed Bowl is rustic and rugged. Its imperfections are intentional, giving a worn sense of timelessness to this otherwise classically shaped bowl. Its gray concrete is highlighted scuffs and dings, telling an intriguing story in your home styling."
2780,Aged Iron Compote,Pillows & Decor,Bowls,24.0,2019-07-25 13:40:40-06:00,No,"From your favorite greenery to large floral arrangements, our Aged Iron Compote complements your home with ease. Crafted from iron with a weathered, rustic feel, this versatile vessel adds depth and dimension wherever it’s placed."
2781,Fluted Marble Bowl,Pillows & Decor,Bowls,298.0,2021-12-03 15:55:30-07:00,Yes,"Carved from solid marble, the Fluted Marble Bowl is made with exceptional craftsmanship in a refined, fluted design. With natural veining that highlights the beauty of marble, this bowl has unmistakable texture and visual weight."
2782,Mango Wood Bowl,Pillows & Decor,Bowls,96.0,2021-02-10 13:56:21-07:00,Yes,"Lean into a neutral and moody style with this pronounced natural Mango Wood Bowl. Its visual weight allows it to exist as a standalone piece, but it can also be styled with smaller components to balance its dense form."
2783,Lavine Woven Bowl,Pillows & Decor,Bowls,32.0,2021-05-19 15:34:07-06:00,Yes,"Deep and textural, the Lavine Woven Bowl is a beautiful display of organic material. Its woven texture and spacious interior bring a dimensional look to your space, and its simplicity speaks to its material as the highlight of this coastal piece."
2784,Oedipus Bowl,Pillows & Decor,Bowls,298.0,2019-09-11 11:54:30-06:00,Yes,"Inspired by the ancients, our Oedipus Bowl brings in unique shape to your styling, alongside a creamy ceramic textured finish. Placed on top of a dresser or coffee table, this bowl elevates your existing decor styling with its clean lines and uncommon form."
2785,Round Footed Bowl,Pillows & Decor,Bowls,40.0,2021-07-16 13:41:11-06:00,Yes,"Crafted from metal in a sleek taupe finish, the Round Footed Bowl has a modern design that gives a contemporary feel to decor and vignettes. Featuring a column base topped with a wide bowl, this piece gives a dramatic, clean touch to centerpieces and styling."
2786,Sivan Footed Bowl,Pillows & Decor,Bowls,20.0,2020-07-31 12:31:36-06:00,No,"Crafted from paulownia wood, the Sivan Footed Bowl adds plenty of depth to your space with its black stained finish. Lending dimension to your built-ins or styled in your entry, this eye-catching piece creates a mood wherever it’s placed."
2787,Dotted Edge Bowl,Pillows & Decor,Bowls,132.0,2018-06-05 14:48:06-06:00,Yes,"The Dotted Edge Bowl’s shallow shape is ideal for built-in or kitchen table styling alike.  Take advantage of its pretty rim detail to style empty, or use it as an accent holding fruit or decorative objects."
2788,Blue Toned Ceramic Bowl,Pillows & Decor,Bowls,18.0,2020-07-31 12:31:20-06:00,Yes,"Intentionally crafted with a wavy rim and irregular sanded glaze, each Blue Toned Ceramic Bowl shows off its unique variations in both color and form with ease. Used as a catch-all on an entryway console, or simply styled in your built-ins, its visually interesting white and blue hue brings life to its functional design."
2789,Fluted Bowl,Pillows & Decor,Bowls,58.0,2020-12-29 19:03:09-07:00,Yes,"Crafted from stoneware in a unique, shallow shape, the Fluted Bowls makes a stunning addition to your built-in vignettes. Its black finish gives depth and contrast to the piece, and its pronounced, elegant handles lend delicate detail to its form. The Fluted Vase is reminiscent of a more ancient time, with contemporary updates that characterize the piece."
2790,White Paper Mache Footed Bowl,Pillows & Decor,Bowls,280.0,2021-09-02 13:30:50-06:00,Yes,"An immensely textural take on a footed bowl, the White Paper Mache Footed Bowl is cleverly designed with a column base and double handles on both sides. Its wide bowl balances the piece, which is characterized by its commitment to shape. Sculptural and unique, no two bowls are exactly alike."
2791,Distressed Terracotta Bowl,Pillows & Decor,Bowls,16.0,2020-06-10 11:17:01-06:00,No,"Crafted with organic style in mind, our Distressed Terracotta Bowl lends dimension to any style of home. Filled with decorative beads, or used as a catch-all on your entryway console, its simple form looks good wherever it’s placed."
2792,Distressed Natural Wood Tray,Pillows & Decor,Bowls,120.0,2019-07-11 12:02:45-06:00,Yes,"A found item, each of our Distressed Natural Wood Trays differ from each other for a truly one-of-a-kind look. Place on your kitchen counter or layer with a candle and beads in your living room, this tray adds unique character and a lived-in feel to your home.
As this is a found item, no two are exactly alike. Color & number of handles on each tray will vary from images shown."
2793,Whitewashed Wooden Bowl,Pillows & Decor,Bowls,38.0,2019-03-07 17:21:44-07:00,Yes,"Hand-carved from Paulownia Wood, natural grains and ridges make this bowl entirely unique. Whitewashed for a more distressed look and feel, this bowl lends the organic texture any space could use wherever it’s placed.
For decor purposes only. This item is hand-crafted from natural materials and may vary from the images shown."
2794,Black Vintage Dough Bowl,Pillows & Decor,Bowls,175.0,2019-01-09 14:47:17-07:00,Yes,"Handcrafted from reclaimed wood by skilled artisans, our Black Vintage Dough Bowl features authentic markings; each piece will be unique. A high gloss, plant-based wax makes this bowl food friendly and perfect for displaying fresh produce with great contrast.
This vintage item is hand-carved of 100% sustainable, reclaimed wood. Each piece will be unique."
2795,Found Weathered Cane Basket,Pillows & Decor,Bowls,36.0,2020-07-31 12:31:39-06:00,Yes,"﻿Each one-of-a-kind Found Weathered Cane Basket has a story to tell in its naturally distressed form. Simply styled in your built-ins or on your coffee table, let its deep hue add dimension to your existing home design. 
Our found pieces may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
2796,Vintage Weathered Wooden Bowl,Pillows & Decor,Bowls,285.0,2020-12-08 09:30:05-07:00,Yes,"Each Vintage Weathered Wooden Bowl boasts the natural age and imperfections that can only be found in antique wood. Due to their vintage nature, every bowl is unique, giving pronounced maturity and stunning detail to the natural wood grain and simple shape of their design."
2797,Natural Wooden Bowl,Pillows & Decor,Bowls,18.99,2020-09-24 10:23:26-06:00,Yes,"Characterized by its organic wood grain, this Natural Wooden Bowl has a dense form and shallow depth. Crafted in a traditional bowl shape, this piece can be styled on console or dining tables with decorative beads to highlight its silhouette."
2798,Rattan & Bamboo Bowl,Pillows & Decor,Bowls,50.0,2021-06-24 16:20:25-06:00,Yes,"Blending the best of two natural materials, the Rattan & Bamboo Bowl highlights the smooth, cylindrical feel of bamboo and the organic feel of rattan. Combined, the bowl is highly textural, with a depth that is uncommon but lovely."
2799,Vintage Cream Paper Mache Bowl,Pillows & Decor,Bowls,275.0,2021-11-23 16:53:19-07:00,No,"Crafted from paper mache, the Vintage Cream Paper Mache Bowl is highly textural. Finished in white with the detail of natural patina, this piece has a deeply matured feel. As part of our Vintage Collection, this vintage bowl was hand-selected by our team for the unique character, heirloom quality, and beauty it will add to the home."
2800,Travertine Marble Bowl,Pillows & Decor,Bowls,88.0,2021-05-19 15:34:17-06:00,Yes,"In a design that highlights the density and beauty of natural travertine, the Travertine Marble Bowl brings texture to console and coffee table styling. Its broad shape, shallow depth, and thickness each contribute to the overall design, bringing a sense of visual weight that grounds your designs."
2801,Rattan Bowls (Set of 3),Pillows & Decor,Bowls,82.0,2021-02-10 13:56:32-07:00,Yes,"Artfully crafted, our Rattan Bowls lend just the right amount of texture and dimension to your space. Formed entirely from rattan, with a unique scalloped edge, these bowls are sure to catch the eye wherever they’re placed."
2802,Amboy Planter,Pillows & Decor,Bowls,36.0,2020-10-09 17:20:28-06:00,Yes,"Available in two distinct silhouettes, the Amboy Planter has a beautiful, subtle texture and a soft gray color. With rugged yet subdued edges, this decorative piece has a deliberate feel in construction and palette."
2803,Bordeaux Wooden Bowl,Pillows & Decor,Bowls,135.0,2020-02-05 13:24:24-07:00,Yes,"Crafted with a deep, warm hue the distressed wood finish of our Bordeaux Wooden Bowl lends a timeworn look and feel to your home design. Its food safe form easily holds produce on your counter, or even complements a beautiful salad spread on your dining room table."
2804,Paper Mache Crafted Bowl,Pillows & Decor,Bowls,42.0,2019-11-25 14:15:35-07:00,Yes,"Handmade with an airy, organic texture, our Paper Mache Crafted Bowl is the statement making piece you didn’t know you needed. Versatile and beautiful, this bowl effortlessly holds its own whether styled in your built-ins or even in your kitchen adding an unusual and found dimension."
2805,White Ceramic Candle Holder,Pillows & Decor,Candles,18.0,2021-12-03 15:55:30-07:00,Yes,"Artfully sculptural, the White Ceramic Candle Holder has subtle notes of texture in a dramatic silhouette. Styled on consoles or shelving, this piece is sure to stand out with a contemporary presence."
2806,Gold Candle Holder,Pillows & Decor,Candles,14.0,2019-05-20 11:27:20-06:00,Yes,"Simple yet sophisticated, our Gold Candle Holder brings a minimalistic, refined feel to your home, not just during the holidays, but all throughout the year. This candle holder adds just the right modern touch to your table setting, or mantel scene."
2807,Marble Cylinder Pillars (Set of 3),Pillows & Decor,Candles,42.0,2021-12-03 15:55:30-07:00,Yes,"Marble brings a clean, elegant feel to the Marble Cylinder Pillars. With natural veining and a crisp white base, these pillars add varied heights and visual weight to your styling."
2808,Speckled Taper Holder,Pillows & Decor,Candles,12.0,2020-07-31 12:31:37-06:00,Yes,"Elevate the cozy factor in your home with our Speckled Taper Holder. Simple and straightforward, this stoneware taper holder features a round base for picking up any dripping wax and a curved handle for added dimension."
2809,Twisted Candles (Set of 2),Pillows & Decor,Candles,24.0,2021-12-03 15:55:30-07:00,Yes,"In a cream colorway twisted in a corkscrew-style design, the Twisted Candles (Set of 2) are neutral and shapely. Styled in a candle holder that highlights their stature, the Twisted Candles are a detailed addition to vignettes."
2810,The Laundress Home Spray,Pillows & Decor,Candles,15.0,2021-02-16 16:52:51-07:00,No,"Crafted to bring a fresh, clean scent into the home, The Laundress Home Spray can be misted in bedrooms, bathrooms, common spaces, and kitchens. Its highly effective, plant-based formula is made in the USA, and is ideal for keeping everything from upholstery and drapery to bedding and carpets feeling light and airy!"
2811,Sandalwood + Fleur Candle,Pillows & Decor,Candles,45.0,2020-02-26 15:25:45-07:00,Yes,"Our Sandalwood + Fleur Candle was carefully selected to bring the smells of summer into your home. With an eclectic blend of bergamot, lime zest, rose and sandalwood, this candle combines both woodsy and floral tones. Hand-poured in the USA and created from soy wax, this candle smells good while enhancing your home placed on your kitchen counter or coffee table."
2812,Maison Louis Marie Candle,Pillows & Decor,Candles,36.0,2021-04-08 14:46:08-06:00,No,"In a romantic, warm scent, this Maison Louis Marie Candle brings a nuanced yet grounding aroma to your space. With top notes of Sandalwood and Cedarwood, and soft undertones of earthy Vetiver, Nutmeg, Cinnamon, and Amber, this scent has an enchanted comfort and elegant aesthetic."
2813,White Ceramic Duo Candle Holder,Pillows & Decor,Candles,24.0,2021-12-03 15:55:30-07:00,No,"Artfully sculptural, the White Ceramic Duo Candle Holder has subtle notes of texture in a dramatic silhouette. Styled on consoles or shelving, this piece is sure to stand out with a contemporary presence."
2814,Maison Louis Marie Candle,Pillows & Decor,Candles,36.0,2021-04-08 14:45:59-06:00,No,"Crafted with the inspiration of wild forests, this Maison Louis Marie Candle carries both bright and earthy undertones with Grapefruit, Patchouli, and Vetiver. Its top notes boast peppery citrus, while its undertones support a calming combination of woods and florals. Both pleasant and purposeful, this candle creates a beautiful environment while its clean appearance allows it to sit in any vignette."
2815,Citrus & Birch Diffuser,Pillows & Decor,Candles,45.0,2021-09-03 10:07:41-06:00,Yes,"Our best-selling Citrus + Birch scent is reimagined in the Citrus + Birch Diffuser. In an alcohol-free diffuser base, a combination of premium essential oils and natural and fine fragrances give a clean aroma that fills the space. The diffuser comes with ten rattan reeds, and is beautifully packaged in recyclable glass."
2816,Voyage et Cie 3-Wick Candle,Pillows & Decor,Candles,90.0,2018-09-14 14:24:34-06:00,Yes,"Each Voyage et Cie candle is poured in California. Made from organic soy and the highest quality fragrance oils, each fragrance option helps create a soothing feel in your home. Santal épicer lends a woodsy base, balanced with spicy cinnamon and nutmeg, while Figure Cassis’ citrus scent comes from sweet fig and a blend of fresh greens."
2817,Candle Snuffer,Pillows & Decor,Candles,12.0,2021-05-05 11:20:58-06:00,Yes,"Constructed from brass and steel, the Candle Snuffer is an essential accessory for candles. Its straightforward design is clean and simple, making it not only practical but beautiful as a styling piece. Elevating everyday experiences, the Candle Snuffer is an elegant way to care for candle health."
2818,Maison Louis Marie Candle,Pillows & Decor,Candles,36.0,2021-03-31 09:30:28-06:00,No,"With layers of aroma intentionally crafted to create a soft, soothing scent, this Maison Louis Marie Candle boasts peppery top notes of Bergamot, Cassis, and Black Pepper. Undertones of White Rose, Oakmoss, and Tonka round out the fragrance to complement and balance the citrus elements. Created to add a delicate aroma to the home and beautifully clean in appearance, this candle can be incorporated into any vignette."
2819,Sandstone Taper Candles (Set of 12),Pillows & Decor,Candles,32.0,2021-07-16 13:41:27-06:00,Yes,"Professionally hand-dipped in a sandstone color, the Sandstone Taper Candles are a cozy addition to styling. With a white interior that allows for a clean burn and minimal dripping, each candle burns for approximately eleven hours with a lovely glow."
2820,Cedar + Berry Candle,Pillows & Decor,Candles,23.99,2020-04-06 13:41:09-06:00,Yes,"Hand-poured and labeled by artisans in small batches, the Cedar & Berry Candle is inspired by the sweet, grounding scent of crisp autumn air. With notes of both cedar and berry, this fall aroma brings the holidays into your home. Slow-burning soy wax, cotton wicks, and therapeutic essential oils give this luxury candle a clean burn and an aroma that envelops your space."
2821,Simple Brass Taper Candle Holder,Pillows & Decor,Candles,25.0,2021-02-10 13:56:40-07:00,Yes,"Forged from brass in a sleek, elegant design, the Simple Brass Taper Candle Holder has a fluid form that tapers softly from its top to its base. Its modern design is straightforward and beautiful, giving decorative vignettes an added touch of warmth."
2822,Neroli & Vetiver Candle,Pillows & Decor,Candles,45.0,2021-05-10 13:22:17-06:00,Yes,"Hand-poured and labeled by artisans in small batches, the Neroli & Vetiver Candle is inspired by nature and daily rituals of intention. Curated and developed by us, its aroma has top notes of sparkling citrus and eucalyptus with earthy undertones of creamy vanilla, cinnamon bark, rose, and cashmere for a warm, grounding aromatic palette.
Its French-made glass has a stunning aesthetic, and can easily be recycled as a vase or organizational piece after its use. Slow-burning soy wax, cotton wicks, and therapeutic essential oils give this luxury candle a clean burn and an aroma that envelops your space. Each of our candles are intended to layer with one another, so blend this candle with another in the collection for a personalized home aroma that highlights your favorite scent palettes."
2823,Salt + Sea Candle,Pillows & Decor,Candles,45.0,2019-07-12 13:07:59-06:00,Yes,"Bringing the refreshing smell of the sea breeze into your home, our Salt + Sea Candle features notes of ocean mist, fresh citrus and kelp for a blend that’s invigorating without being overwhelming. Hand-poured in the USA and created from soy wax, this candle elevates your home with its sleek, sophisticated container."
2824,Salt & Sea Diffuser,Pillows & Decor,Candles,45.0,2021-09-03 10:07:42-06:00,Yes,"Our best-selling Salt & Sea scent is reimagined in the Salt & Sea Diffuser. In an alcohol-free diffuser base, a combination of premium essential oils and natural and fine fragrances give a clean aroma that fills the space. The diffuser comes with ten rattan reeds, and is beautifully packaged in recyclable glass."
2825,Brass Taper Holder,Pillows & Decor,Candles,24.0,2021-02-02 11:55:18-07:00,Yes,"Tall and slender, the Brass Taper Holder has a sleek design that adds scale to your styling. Constructed from brass, its presence is bold without being overbearing. Embracing a sophisticated, traditional style with a modern touch, the Brass Taper Holder is versatile and elegant."
2826,Marble Shaped Taper Holder,Pillows & Decor,Candles,20.0,2021-07-16 13:41:05-06:00,Yes,"Function follows form in the Marble Shaped Taper Holder. Its softly tapered shape is crafted from marble, giving visual weight to this simple yet elegant design. Beige marbling swirls through the piece to create movement across its softly rounded surface, making it a beautiful complement to the tall, slender candles it holds."
2827,Alabaster Tea-light Holder,Pillows & Decor,Candles,18.0,2020-12-17 12:27:58-07:00,Yes,"Diffuse light into your space with the romantic Alabaster Tea-light Holder. Crafted entirely from white alabaster with accents of beige marbling, the natural marbling of this petite candle holder varies from piece to piece. Its soft edges and petite size make this decorative piece sophisticated in both style and form."
2828,Palo Santo & Oakmoss Candle,Pillows & Decor,Candles,45.0,2021-05-10 13:22:17-06:00,Yes,"Hand-poured and labeled by artisans in small batches, the Palo Santo & Oakmoss Candle is inspired by nature and daily rituals of intention. Curated and developed by us, its aroma has top notes of sandalwood, black pepper, and nutmeg with smoky, floral undertones of patchouli and vanilla for a rich, earthy aromatic palette.
Its French-made glass has a stunning aesthetic, and can easily be recycled as a vase or organizational piece after its use. Slow-burning soy wax, cotton wicks, and therapeutic essential oils give this luxury candle a clean burn and an aroma that envelops your space. Each of our candles are intended to layer with one another, so blend this candle with another in the collection for a personalized home aroma that highlights your favorite scent palettes."
2829,Citrus + Birch Candle,Pillows & Decor,Candles,45.0,2019-07-12 13:07:51-06:00,Yes,"Our Citrus + Birch Candle was carefully selected to bring the fresh outdoors into your home. With an ethereal blend of bergamot, cedar, violet and sandalwood, this candle combines two of our favorites, cheery and woodsy tones. Hand-poured in the USA and created from soy wax, this candle smells good while enhancing your home placed on your kitchen counter or coffee table."
2830,Freesia + Pear Candle,Pillows & Decor,Candles,45.0,2021-05-10 13:22:16-06:00,Yes,"Hand-poured and labeled by artisans in small batches, the Freesia + Pear Candle is inspired by nature and daily rituals of intention. Curated and developed by us, its aroma has top notes of pear, melon, and dewy greens with floral undertones of freesia, jasmine, and amber for a balanced, bright aromatic palette.
Its French-made glass has a stunning aesthetic, and can easily be recycled as a vase or organizational piece after its use. Slow-burning soy wax, cotton wicks, and therapeutic essential oils give this luxury candle a clean burn and an aroma that envelops your space. Each of our candles are intended to layer with one another, so blend this candle with another in the collection for a personalized home aroma that highlights your favorite scent palettes."
